range,HUMBLESWAP_ALGOUSDC,pool_size_X,pool_size_Y,range,HUMBLESWAP_ALGOgoUSD,pool_size_X,pool_size_Y,range,PACT_ALGOUSDC,pool_size_X,pool_size_Y,range,PACT_ALGOUSDT,pool_size_X,pool_size_Y,range,TINYMAN_ALGOUSDC,pool_size_X,pool_size_Y,range,TINYMAN_ALGOUSDT,pool_size_X,pool_size_Y
26292041,0.2388528188979838,3139291470641,749828617105,26292041,0.23720076418602895,223981617451,53128610823,26292041,0.23841530183741638,1725467253740,411377796111,26292041,0.22993773977877519,19252903,4426969,26292041,0.238655975278641,1520677184132,362918696463,26292041,0.2422483280283844,44182260518,10703078739
26292042,0.23901783823684536,3138208115148,750087719620,26292042,0.23720076418602895,223981617451,53128610823,26292042,0.23857709853229636,1724882976051,411517575734,26292042,0.22993773977877519,19252903,4426969,26292042,0.238655975278641,1520677184132,362918696463,26292042,0.24279327487948915,44132260518,10715016059
26292043,0.23901783823684536,3138208115148,750087719620,26292043,0.23720076418602895,223981617451,53128610823,26292043,0.23857709853229636,1724882976051,411517575734,26292043,0.22993773977877519,19252903,4426969,26292043,0.23859573830003045,1520869975195,362873094590,26292043,0.24279327487948915,44132260518,10715016059
26292044,0.23901783823684536,3138208115148,750087719620,26292044,0.23720076418602895,223981617451,53128610823,26292044,0.23857709853229636,1724882976051,411517575734,26292044,0.22993773977877519,19252903,4426969,26292044,0.23859573830003045,1520869975195,362873094590,26292044,0.24279327487948915,44132260518,10715016059
26292045,0.23901783823684536,3138208115148,750087719620,26292045,0.23720076418602895,223981617451,53128610823,26292045,0.23857709853229636,1724882976051,411517575734,26292045,0.22993773977877519,19252903,4426969,26292045,0.23859573830003045,1520869975195,362873094590,26292045,0.24279327487948915,44132260518,10715016059
26292046,0.23910676680656573,3137624763702,750227312701,26292046,0.23720076418602895,223981617451,53128610823,26292046,0.23860025346500968,1724799407899,411537575901,26292046,0.22993773977877519,19252903,4426969,26292046,0.2388315235114438,1520119975195,363052569596,26292046,0.24279327487948915,44132260518,10715016059
26292047,0.23910676680656573,3137624763702,750227312701,26292047,0.23720076418602895,223981617451,53128610823,26292047,0.23860025346500968,1724799407899,411537575901,26292047,0.22993773977877519,19252903,4426969,26292047,0.2388315235114438,1520119975195,363052569596,26292047,0.24279327487948915,44132260518,10715016059
26292048,0.23910676680656573,3137624763702,750227312701,26292048,0.23720076418602895,223981617451,53128610823,26292048,0.23860025346500968,1724799407899,411537575901,26292048,0.22993773977877519,19252903,4426969,26292048,0.23883137276347408,1520119975195,363052340441,26292048,0.24279327487948915,44132260518,10715016059
26292049,0.23910676680656573,3137624763702,750227312701,26292049,0.23720076418602895,223981617451,53128610823,26292049,0.23860025346500968,1724799407899,411537575901,26292049,0.22993773977877519,19252903,4426969,26292049,0.23883137276347408,1520119975195,363052340441,26292049,0.24279327487948915,44132260518,10715016059
26292050,0.23910676680656573,3137624763702,750227312701,26292050,0.23720076418602895,223981617451,53128610823,26292050,0.23860025346500968,1724799407899,411537575901,26292050,0.22993773977877519,19252903,4426969,26292050,0.23885765832724706,1520036423687,363072340734,26292050,0.24279327487948915,44132260518,10715016059
26292051,0.23910676680656573,3137624763702,750227312701,26292051,0.23720076418602895,223981617451,53128610823,26292051,0.23860025346500968,1724799407899,411537575901,26292051,0.22993773977877519,19252903,4426969,26292051,0.23888388047990253,1519953293364,363092340867,26292051,0.24279327487948915,44132260518,10715016059
26292052,0.23910676680656573,3137624763702,750227312701,26292052,0.23720076418602895,223981617451,53128610823,26292052,0.23860025346500968,1724799407899,411537575901,26292052,0.22993773977877519,19252903,4426969,26292052,0.23888388047990253,1519953293364,363092340867,26292052,0.24279327487948915,44132260518,10715016059
26292053,0.23918302855281626,3137124763705,750347001931,26292053,0.23720076418602895,223981617451,53128610823,26292053,0.23873906594046554,1724298676588,411657455451,26292053,0.22993773977877519,19252903,4426969,26292053,0.23888388047990253,1519953293364,363092340867,26292053,0.24279327487948915,44132260518,10715016059
26292056,0.23918302855281626,3137124763705,750347001931,26292056,0.23720076418602895,223981617451,53128610823,26292056,0.23873906594046554,1724298676588,411657455451,26292056,0.22993773977877519,19252903,4426969,26292056,0.23888388047990253,1519953293364,363092340867,26292056,0.24279327487948915,44132260518,10715016059
26292057,0.23918302855281626,3137124763705,750347001931,26292057,0.23720076418602895,223981617451,53128610823,26292057,0.23873906594046554,1724298676588,411657455451,26292057,0.22993773977877519,19252903,4426969,26292057,0.23888388047990253,1519953293364,363092340867,26292057,0.24279327487948915,44132260518,10715016059
26292058,0.23918302855281626,3137124763705,750347001931,26292058,0.23720076418602895,223981617451,53128610823,26292058,0.23873906594046554,1724298676588,411657455451,26292058,0.22993773977877519,19252903,4426969,26292058,0.23888388047990253,1519953293364,363092340867,26292058,0.24279327487948915,44132260518,10715016059
26292059,0.23918302855281626,3137124763705,750347001931,26292059,0.23720076418602895,223981617451,53128610823,26292059,0.23873906594046554,1724298676588,411657455451,26292059,0.22993773977877519,19252903,4426969,26292059,0.23888388047990253,1519953293364,363092340867,26292059,0.24279327487948915,44132260518,10715016059
26292060,0.23918302855281626,3137124763705,750347001931,26292060,0.23720076418602895,223981617451,53128610823,26292060,0.23873906594046554,1724298676588,411657455451,26292060,0.22993773977877519,19252903,4426969,26292060,0.23888388047990253,1519953293364,363092340867,26292060,0.24279327487948915,44132260518,10715016059
26292061,0.23918302855281626,3137124763705,750347001931,26292061,0.23720076418602895,223981617451,53128610823,26292061,0.23873906594046554,1724298676588,411657455451,26292061,0.22993773977877519,19252903,4426969,26292061,0.23888388047990253,1519953293364,363092340867,26292061,0.24279327487948915,44132260518,10715016059
26292062,0.23918302855281626,3137124763705,750347001931,26292062,0.23720076418602895,223981617451,53128610823,26292062,0.23873906594046554,1724298676588,411657455451,26292062,0.22993773977877519,19252903,4426969,26292062,0.23888388047990253,1519953293364,363092340867,26292062,0.24279327487948915,44132260518,10715016059
26292063,0.23918302855281626,3137124763705,750347001931,26292063,0.23720076418602895,223981617451,53128610823,26292063,0.23873906594046554,1724298676588,411657455451,26292063,0.22993773977877519,19252903,4426969,26292063,0.23888388047990253,1519953293364,363092340867,26292063,0.24279327487948915,44132260518,10715016059
26292064,0.23918302855281626,3137124763705,750347001931,26292064,0.23720076418602895,223981617451,53128610823,26292064,0.23873906594046554,1724298676588,411657455451,26292064,0.22993773977877519,19252903,4426969,26292064,0.23888388047990253,1519953293364,363092340867,26292064,0.24279327487948915,44132260518,10715016059
26292065,0.23918302855281626,3137124763705,750347001931,26292065,0.23720076418602895,223981617451,53128610823,26292065,0.23873906594046554,1724298676588,411657455451,26292065,0.22993773977877519,19252903,4426969,26292065,0.23888388047990253,1519953293364,363092340867,26292065,0.24279327487948915,44132260518,10715016059
26292069,0.23918302855281626,3137124763705,750347001931,26292069,0.23720076418602895,223981617451,53128610823,26292069,0.23873906594046554,1724298676588,411657455451,26292069,0.22993773977877519,19252903,4426969,26292069,0.23889189821561635,1519902280400,363092340867,26292069,0.24279327487948915,44132260518,10715016059
26292070,0.23918302855281626,3137124763705,750347001931,26292070,0.23720076418602895,223981617451,53128610823,26292070,0.23873906594046554,1724298676588,411657455451,26292070,0.22993773977877519,19252903,4426969,26292070,0.23889189821561635,1519902280400,363092340867,26292070,0.24279327487948915,44132260518,10715016059
26292071,0.23918302855281626,3137124763705,750347001931,26292071,0.23720076418602895,223981617451,53128610823,26292071,0.23873906594046554,1724298676588,411657455451,26292071,0.22993773977877519,19252903,4426969,26292071,0.23889189821561635,1519902280400,363092340867,26292071,0.24279327487948915,44132260518,10715016059
26292072,0.23918302855281626,3137124763705,750347001931,26292072,0.23720076418602895,223981617451,53128610823,26292072,0.23873906594046554,1724298676588,411657455451,26292072,0.22993773977877519,19252903,4426969,26292072,0.23889189821561635,1519902280400,363092340867,26292072,0.24279327487948915,44132260518,10715016059
26292073,0.23918302855281626,3137124763705,750347001931,26292073,0.23720076418602895,223981617451,53128610823,26292073,0.23873906594046554,1724298676588,411657455451,26292073,0.22993773977877519,19252903,4426969,26292073,0.23889189821561635,1519902280400,363092340867,26292073,0.24279327487948915,44132260518,10715016059
26292074,0.23918302855281626,3137124763705,750347001931,26292074,0.23720076418602895,223981617451,53128610823,26292074,0.23873906594046554,1724298676588,411657455451,26292074,0.22993773977877519,19252903,4426969,26292074,0.23889189821561635,1519902280400,363092340867,26292074,0.24279327487948915,44132260518,10715016059
26292075,0.23918302855281626,3137124763705,750347001931,26292075,0.23720076418602895,223981617451,53128610823,26292075,0.23873906594046554,1724298676588,411657455451,26292075,0.22993773977877519,19252903,4426969,26292075,0.23889189821561635,1519902280400,363092340867,26292075,0.24279327487948915,44132260518,10715016059
26292076,0.23918302855281626,3137124763705,750347001931,26292076,0.23720076418602895,223981617451,53128610823,26292076,0.23873906594046554,1724298676588,411657455451,26292076,0.22993773977877519,19252903,4426969,26292076,0.23889189821561635,1519902280400,363092340867,26292076,0.24279327487948915,44132260518,10715016059
26292077,0.2393356239800017,3136125011865,750586436594,26292077,0.23720076418602895,223981617451,53128610823,26292077,0.23873906594046554,1724298676588,411657455451,26292077,0.22993773977877519,19252903,4426969,26292077,0.23889189821561635,1519902280400,363092340867,26292077,0.24279327487948915,44132260518,10715016059
26292078,0.2393356239800017,3136125011865,750586436594,26292078,0.23720076418602895,223981617451,53128610823,26292078,0.23873906594046554,1724298676588,411657455451,26292078,0.22993773977877519,19252903,4426969,26292078,0.23889189821561635,1519902280400,363092340867,26292078,0.24279327487948915,44132260518,10715016059
26292079,0.2393356239800017,3136125011865,750586436594,26292079,0.23720076418602895,223981617451,53128610823,26292079,0.23873906594046554,1724298676588,411657455451,26292079,0.22993773977877519,19252903,4426969,26292079,0.23889189821561635,1519902280400,363092340867,26292079,0.24279327487948915,44132260518,10715016059
26292080,0.23942472162099832,3135541718655,750726203120,26292080,0.23720076418602895,223981617451,53128610823,26292080,0.23890120434895756,1723714355188,411797435408,26292080,0.22993773977877519,19252903,4426969,26292080,0.23915450729648371,1519068342871,363292041089,26292080,0.24279327487948915,44132260518,10715016059
26292081,0.23942472162099832,3135541718655,750726203120,26292081,0.23720076418602895,223981617451,53128610823,26292081,0.23890120434895756,1723714355188,411797435408,26292081,0.22993773977877519,19252903,4426969,26292081,0.23920714443335964,1518901294498,363332041333,26292081,0.24279327487948915,44132260518,10715016059
26292082,0.23942472162099832,3135541718655,750726203120,26292082,0.23720076418602895,223981617451,53128610823,26292082,0.23890120434895756,1723714355188,411797435408,26292082,0.22993773977877519,19252903,4426969,26292082,0.23920714443335964,1518901294498,363332041333,26292082,0.24279327487948915,44132260518,10715016059
26292083,0.23957758298563345,3134541745544,750965935165,26292083,0.23720076418602895,223981617451,53128610823,26292083,0.23908663406666056,1723046823923,411957465471,26292083,0.22993773977877519,19252903,4426969,26292083,0.23920714443335964,1518901294498,363332041333,26292083,0.24334009345142085,44082260518,10726981394
26292084,0.23965404614790004,3134041906626,751085823720,26292084,0.23720076418602895,223981617451,53128610823,26292084,0.23922587797025163,1722546067722,412077595395,26292084,0.22993773977877519,19252903,4426969,26292084,0.23944383386452983,1518151294498,363511966341,26292084,0.24334009345142085,44082260518,10726981394
26292085,0.23965404614790004,3134041906626,751085823720,26292085,0.23776029830189804,223718216611,53191309917,26292085,0.23922587797025163,1722546067722,412077595395,26292085,0.22993773977877519,19252903,4426969,26292085,0.23944383386452983,1518151294498,363511966341,26292085,0.24334009345142085,44082260518,10726981394
26292088,0.23965404614790004,3134041906626,751085823720,26292088,0.23790274026949879,223651310526,53207259639,26292088,0.23920733157661897,1722612940649,412061644872,26292088,0.22993773977877519,19252903,4426969,26292088,0.23944383386452983,1518151294498,363511966341,26292088,0.24334009345142085,44082260518,10726981394
26292089,0.23965404614790004,3134041906626,751085823720,26292089,0.23790274026949879,223651310526,53207259639,26292089,0.23920733157661897,1722612940649,412061644872,26292089,0.22993773977877519,19252903,4426969,26292089,0.23944383386452983,1518151294498,363511966341,26292089,0.24334009345142085,44082260518,10726981394
26292090,0.23965404614790004,3134041906626,751085823720,26292090,0.23790274026949879,223651310526,53207259639,26292090,0.23920733157661897,1722612940649,412061644872,26292090,0.22993773977877519,19252903,4426969,26292090,0.23944383386452983,1518151294498,363511966341,26292090,0.24334009345142085,44082260518,10726981394
26292091,0.23965404614790004,3134041906626,751085823720,26292091,0.23790274026949879,223651310526,53207259639,26292091,0.23920733157661897,1722612940649,412061644872,26292091,0.22993773977877519,19252903,4426969,26292091,0.23944383386452983,1518151294498,363511966341,26292091,0.24334009345142085,44082260518,10726981394
26292092,0.23965404614790004,3134041906626,751085823720,26292092,0.23790274026949879,223651310526,53207259639,26292092,0.23920733157661897,1722612940649,412061644872,26292092,0.22993773977877519,19252903,4426969,26292092,0.23944383386452983,1518151294498,363511966341,26292092,0.24334009345142085,44082260518,10726981394
26292093,0.23973056492134442,3133541944326,751205780518,26292093,0.23790274026949879,223651310526,53207259639,26292093,0.23934666860282128,1722112228585,412181824872,26292093,0.22993773977877519,19252903,4426969,26292093,0.23947010844101224,1518068241843,363531966495,26292093,0.24334009345142085,44082260518,10726981394
26292094,0.23973056492134442,3133541944326,751205780518,26292094,0.23790274026949879,223651310526,53207259639,26292094,0.23934666860282128,1722112228585,412181824872,26292094,0.22993773977877519,19252903,4426969,26292094,0.23947010844101224,1518068241843,363531966495,26292094,0.24334009345142085,44082260518,10726981394
26292095,0.23973056492134442,3133541944326,751205780518,26292095,0.23790274026949879,223651310526,53207259639,26292095,0.23934666860282128,1722112228585,412181824872,26292095,0.22993773977877519,19252903,4426969,26292095,0.23947010844101224,1518068241843,363531966495,26292095,0.24334009345142085,44082260518,10726981394
26292096,0.23973056492134442,3133541944326,751205780518,26292096,0.23790274026949879,223651310526,53207259639,26292096,0.23934666860282128,1722112228585,412181824872,26292096,0.22993773977877519,19252903,4426969,26292096,0.23947010844101224,1518068241843,363531966495,26292096,0.24334009345142085,44082260518,10726981394
26292097,0.23973056492134442,3133541944326,751205780518,26292097,0.23790274026949879,223651310526,53207259639,26292097,0.23934666860282128,1722112228585,412181824872,26292097,0.22993773977877519,19252903,4426969,26292097,0.23947010844101224,1518068241843,363531966495,26292097,0.24334009345142085,44082260518,10726981394
26292098,0.23973056492134442,3133541944326,751205780518,26292098,0.23790274026949879,223651310526,53207259639,26292098,0.23934666860282128,1722112228585,412181824872,26292098,0.22993773977877519,19252903,4426969,26292098,0.23947010844101224,1518068241843,363531966495,26292098,0.24334009345142085,44082260518,10726981394
26292099,0.23973056492134442,3133541944326,751205780518,26292099,0.23790274026949879,223651310526,53207259639,26292099,0.23934666860282128,1722112228585,412181824872,26292099,0.22993773977877519,19252903,4426969,26292099,0.23947010844101224,1518068241843,363531966495,26292099,0.24334009345142085,44082260518,10726981394
26292100,0.23973056492134442,3133541944326,751205780518,26292100,0.23790274026949879,223651310526,53207259639,26292100,0.23934666860282128,1722112228585,412181824872,26292100,0.22993773977877519,19252903,4426969,26292100,0.23947010844101224,1518068241843,363531966495,26292100,0.24334009345142085,44082260518,10726981394
26292101,0.23973056492134442,3133541944326,751205780518,26292101,0.23790274026949879,223651310526,53207259639,26292101,0.23934666860282128,1722112228585,412181824872,26292101,0.22993773977877519,19252903,4426969,26292101,0.23947010844101224,1518068241843,363531966495,26292101,0.24334009345142085,44082260518,10726981394
26292102,0.23973056492134442,3133541944326,751205780518,26292102,0.23790274026949879,223651310526,53207259639,26292102,0.23934666860282128,1722112228585,412181824872,26292102,0.22993773977877519,19252903,4426969,26292102,0.23947010844101224,1518068241843,363531966495,26292102,0.24334009345142085,44082260518,10726981394
26292103,0.23973056492134442,3133541944326,751205780518,26292103,0.23790274026949879,223651310526,53207259639,26292103,0.23934666860282128,1722112228585,412181824872,26292103,0.22993773977877519,19252903,4426969,26292103,0.23947010844101224,1518068241843,363531966495,26292103,0.24334009345142085,44082260518,10726981394
26292104,0.23973056492134442,3133541944326,751205780518,26292104,0.23790274026949879,223651310526,53207259639,26292104,0.23934666860282128,1722112228585,412181824872,26292104,0.22993773977877519,19252903,4426969,26292104,0.23947010844101224,1518068241843,363531966495,26292104,0.24334009345142085,44082260518,10726981394
26292105,0.23973056492134442,3133541944326,751205780518,26292105,0.23790274026949879,223651310526,53207259639,26292105,0.23934666860282128,1722112228585,412181824872,26292105,0.22993773977877519,19252903,4426969,26292105,0.23947010844101224,1518068241843,363531966495,26292105,0.24334009345142085,44082260518,10726981394
26292107,0.23973056492134442,3133541944326,751205780518,26292107,0.23790274026949879,223651310526,53207259639,26292107,0.23934666860282128,1722112228585,412181824872,26292107,0.22993773977877519,19252903,4426969,26292107,0.23947010844101224,1518068241843,363531966495,26292107,0.24334009345142085,44082260518,10726981394
26292108,0.23973056492134442,3133541944326,751205780518,26292108,0.23790274026949879,223651310526,53207259639,26292108,0.23934666860282128,1722112228585,412181824872,26292108,0.22993773977877519,19252903,4426969,26292108,0.23947010844101224,1518068241843,363531966495,26292108,0.24334009345142085,44082260518,10726981394
26292109,0.23973056492134442,3133541944326,751205780518,26292109,0.23790274026949879,223651310526,53207259639,26292109,0.23934666860282128,1722112228585,412181824872,26292109,0.22993773977877519,19252903,4426969,26292109,0.23947010844101224,1518068241843,363531966495,26292109,0.24334009345142085,44082260518,10726981394
26292110,0.23973056492134442,3133541944326,751205780518,26292110,0.23790274026949879,223651310526,53207259639,26292110,0.23934666860282128,1722112228585,412181824872,26292110,0.22993773977877519,19252903,4426969,26292110,0.23947010844101224,1518068241843,363531966495,26292110,0.24334009345142085,44082260518,10726981394
26292111,0.23973056492134442,3133541944326,751205780518,26292111,0.23790274026949879,223651310526,53207259639,26292111,0.23934666860282128,1722112228585,412181824872,26292111,0.22993773977877519,19252903,4426969,26292111,0.23947010844101224,1518068241843,363531966495,26292111,0.24334009345142085,44082260518,10726981394
26292112,0.23973056492134442,3133541944326,751205780518,26292112,0.23790274026949879,223651310526,53207259639,26292112,0.23934666860282128,1722112228585,412181824872,26292112,0.22993773977877519,19252903,4426969,26292112,0.23947010844101224,1518068241843,363531966495,26292112,0.24334009345142085,44082260518,10726981394
